POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,12
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,4,7,4,7,9,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,7,5,10,9,3,0,0,35,0,3,0,0,0,0,0,0,4,0,0,0,3,3,3,3,0,11,6,14,12,16,13,6,5,0,69
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,3,4,3,3,0,0,7,0,0,15,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,3,3,4,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,4,11,8,12,8,5,0,0,43
POA6609,0,5,0,0,0,0,8,0,4,0,0,0,0,0,0,4,3,29,12,3,3,3,0,0,55,6,14,11,9,7,3,3,0,46,14,43,23,9,23,7,3,0,115,6,0,0,0,0,0,0,0,8,0,0,9,8,0,0,0,0,19,18,47,30,10,26,7,4,0,143,0,0,0,0,0,0,0,0,3,8,9,20,8,10,3,6,3,63,34,99,75,37,47,15,15,4,326
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,9,0,0,0,0,4,3,0,0,4,5,3,6,0,7,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,9,3,7,3,0,0,33,0,0,0,0,0,0,0,0,0,0,11,7,0,6,3,9,3,32,8,18,22,7,13,8,10,3,83
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,6,4,6,0,0,0,21
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,3,3,0,0,7
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,18
POA6620,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,3,3,8,6,9,0,0,0,0,26,3,0,7,3,10,3,0,0,18,8,47,12,22,19,3,3,0,113,3,3,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,9,11,51,20,24,21,5,3,0,131,0,0,0,0,0,0,0,0,4,0,12,11,15,12,4,4,6,67,19,83,46,48,41,13,5,6,251
POA6623,0,0,3,0,0,0,7,0,3,3,0,0,0,0,0,13,3,10,10,8,7,0,0,0,40,0,0,4,12,5,0,5,0,25,13,14,15,5,20,6,3,0,73,5,3,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,3,18,15,19,10,16,8,3,0,93,0,0,0,0,0,0,0,0,3,5,7,11,12,18,7,7,3,75,31,41,42,40,54,19,14,6,253
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,3,3,0,7,0,3,0,0,22
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10,6,3,8,4,3,3,0,0,23
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,13
POA6630,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,11,10,3,0,3,0,34,0,6,0,7,0,3,0,0,23,4,15,7,18,16,6,3,0,70,7,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,3,7,15,10,17,12,7,3,0,82,0,0,0,0,0,0,0,0,0,3,13,12,27,11,8,11,3,97,21,47,35,60,33,27,16,0,238
POA6631,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,10,4,0,3,0,0,30
POA6635,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,13,7,3,5,0,0,0,31,0,3,3,5,3,0,3,0,22,4,12,11,10,4,3,0,0,40,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,8,13,12,12,6,3,0,0,52,0,0,0,0,0,0,0,0,0,14,19,8,21,14,3,0,0,77,20,47,35,39,32,4,3,0,184
POA6638,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,7,0,4,6,3,0,0,24,0,0,3,0,3,0,0,0,14,0,11,5,16,8,10,0,0,47,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,8,4,11,10,19,11,9,0,0,64,0,0,0,0,0,0,0,0,0,17,17,24,22,23,25,3,0,127,25,33,40,45,45,44,6,0,232
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,5,0,0,4,3,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,0,0,19,0,0,5,14,12,11,3,0,50
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,0,8,0,3,0,0,3,0,0,0,6,0,0,4,5,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,6,3,0,0,25,0,0,3,0,0,0,0,0,6,5,6,6,3,11,13,3,0,49,10,13,13,12,24,17,3,0,100
POA6642,3,3,0,0,0,0,13,0,0,3,3,3,0,0,0,16,6,25,15,8,4,4,0,0,67,0,16,14,8,15,7,0,0,55,10,46,27,29,13,0,0,0,125,0,3,3,0,0,0,0,0,8,4,3,0,0,3,3,0,0,10,12,46,32,31,15,3,0,0,141,0,0,0,0,0,0,0,0,4,44,69,50,33,35,14,3,5,252,61,166,110,96,77,33,3,3,542
POA6646,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,30,7,5,3,0,0,0,57,0,3,10,6,5,0,0,0,24,13,45,39,23,12,5,0,0,139,3,4,4,0,0,0,0,0,15,0,3,0,3,4,0,0,0,11,18,52,42,27,19,5,0,0,166,0,0,0,0,0,0,0,0,5,11,51,37,21,13,4,0,0,144,37,143,93,69,45,15,3,0,400
POA6701,12,9,6,3,0,0,44,0,8,10,13,9,0,0,0,37,14,110,71,72,50,30,3,3,347,17,45,48,48,54,21,5,0,243,70,135,136,169,125,60,20,3,715,24,19,15,20,9,7,0,0,92,5,12,15,16,18,7,3,3,84,99,175,168,204,149,71,26,12,891,0,4,8,9,3,3,0,0,33,101,148,151,153,131,101,61,17,866,237,502,464,493,411,231,95,33,2465
POA6705,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,9,3,7,3,4,3,3,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,7,7,7,6,3,0,0,25,0,0,0,0,0,0,0,0,0,17,11,3,3,11,0,0,0,50,24,30,9,12,18,8,0,0,99
POA6707,12,7,4,6,0,0,38,0,3,10,13,5,0,0,0,32,15,78,66,48,28,8,0,3,250,3,35,42,49,32,9,3,0,183,35,117,122,106,77,64,12,0,531,13,10,9,8,6,3,0,0,50,5,10,14,9,15,6,5,0,63,53,135,141,116,104,69,18,0,639,3,3,0,5,6,0,0,0,17,38,48,57,38,36,36,7,3,266,110,312,341,279,211,129,27,9,1420
POA6710,22,12,8,0,0,0,62,0,3,8,12,5,0,0,0,26,13,128,79,76,36,0,0,0,334,6,54,63,70,45,10,0,0,245,52,395,339,310,158,17,3,0,1270,6,9,7,6,6,0,0,0,31,4,10,12,13,11,0,0,0,53,59,411,360,327,174,17,3,0,1360,0,6,4,12,5,0,0,0,19,57,268,238,194,129,21,3,0,903,130,895,775,703,397,51,8,0,2952
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,12,4,3,0,0,0,26,0,0,3,4,0,0,0,0,11,3,56,56,35,8,4,0,0,160,7,38,44,36,22,3,0,0,138,25,281,201,166,72,3,0,0,751,0,5,3,0,0,0,0,0,17,3,4,11,10,0,0,0,0,34,29,297,216,172,72,7,0,0,799,0,3,3,0,0,0,0,0,14,9,119,132,96,48,10,0,0,418,48,517,467,346,158,23,0,0,1566
POA6713,8,7,3,0,0,0,13,0,0,4,3,0,0,0,0,13,0,24,34,17,0,0,0,0,82,4,13,23,29,8,3,0,0,82,7,56,65,58,23,8,0,0,222,3,5,4,3,0,0,0,0,10,0,3,8,3,0,0,0,0,15,15,59,73,67,28,8,3,0,249,0,0,0,0,0,0,0,0,0,15,13,22,28,12,4,0,0,87,31,114,160,155,49,11,3,0,529
POA6714,107,41,27,3,0,0,300,7,53,63,38,11,4,0,0,172,92,584,443,220,101,24,3,0,1462,46,301,330,209,129,22,3,0,1047,296,1037,839,550,307,62,10,0,3095,61,78,58,23,10,0,0,0,224,21,76,87,56,36,3,0,0,277,382,1185,976,636,343,69,10,0,3602,5,14,21,12,9,0,0,0,61,290,595,489,402,199,71,10,0,2059,814,2852,2421,1557,817,197,29,6,8699
POA6716,3,0,3,0,0,0,8,0,4,3,0,0,0,0,0,7,0,20,9,7,3,0,0,0,43,0,15,10,7,4,0,0,0,38,10,52,48,40,22,0,0,0,174,3,8,4,3,0,0,0,0,16,0,6,5,5,0,0,0,0,13,16,63,54,48,24,0,0,0,205,0,0,0,0,0,0,0,0,0,9,17,11,12,7,0,0,0,52,26,114,94,76,39,0,0,0,351
POA6718,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,13,0,6,6,3,7,0,0,0,24,9,9,11,11,9,6,0,0,53,0,4,3,4,3,0,0,0,12,0,0,0,0,3,0,0,0,8,10,14,13,14,18,6,0,0,74,0,0,0,0,0,0,0,0,0,67,90,67,43,20,14,10,3,313,76,112,93,70,46,20,7,3,431
POA6720,3,0,0,0,0,0,4,0,3,4,3,0,0,0,0,10,3,51,47,24,6,0,0,0,137,3,40,36,20,13,0,0,0,123,44,147,153,113,60,12,0,0,537,9,12,4,0,3,0,0,0,27,3,10,7,8,0,0,0,0,28,54,171,169,123,63,12,0,0,594,0,0,0,3,0,0,0,0,6,42,107,66,69,36,8,0,0,329,104,373,327,253,131,22,4,0,1199
POA6721,42,22,6,0,3,0,96,0,26,33,9,4,0,0,0,74,22,186,132,59,24,15,0,0,436,5,81,110,73,52,14,3,0,337,63,300,210,172,105,17,0,0,870,9,21,11,3,3,0,0,0,46,4,17,20,8,9,3,0,0,60,77,339,238,181,114,18,0,0,974,0,8,5,4,0,3,0,0,31,77,155,117,116,92,40,4,4,605,189,825,676,465,297,89,17,4,2554
POA6722,30,19,3,3,0,0,82,6,29,25,19,8,3,0,0,90,33,212,160,84,44,10,0,0,546,27,175,124,112,54,13,4,0,507,159,631,416,318,176,35,8,0,1745,43,40,28,17,3,0,0,0,139,9,34,25,25,10,3,0,0,108,210,705,467,362,192,39,8,0,1987,3,9,8,15,3,0,0,0,37,224,399,299,280,171,59,20,10,1460,495,1558,1117,880,476,120,29,14,4702
POA6725,42,41,29,12,5,0,184,8,54,41,32,26,3,0,0,161,42,352,266,138,117,34,10,4,958,33,154,168,119,98,34,3,0,611,154,394,378,274,198,76,24,0,1504,62,52,31,28,11,3,0,0,181,21,38,45,40,29,8,3,0,183,236,482,450,347,242,85,27,3,1873,0,13,3,6,8,6,0,0,41,225,316,280,222,217,113,44,17,1436,549,1423,1248,910,739,286,82,27,5264
POA6726,43,21,20,6,3,0,128,3,19,22,21,19,0,0,0,84,21,175,153,126,82,25,3,4,585,15,98,100,102,61,20,3,0,400,78,160,174,182,120,38,0,0,745,30,16,18,11,9,3,0,0,89,8,22,13,16,13,8,0,0,94,116,205,209,208,144,45,3,0,929,3,3,3,4,3,0,0,0,23,93,142,140,104,91,52,24,4,649,245,681,672,579,424,157,40,5,2802
POA6728,23,9,14,6,0,0,67,4,14,19,17,7,9,0,0,73,13,93,67,39,64,17,3,0,296,8,31,36,48,42,22,3,0,194,71,147,129,104,108,32,7,0,594,28,50,31,18,8,0,0,0,130,3,23,10,16,7,5,0,0,64,101,214,173,138,120,39,7,0,795,0,0,0,0,6,3,0,0,18,218,237,177,152,107,55,16,12,979,348,613,502,400,358,145,34,9,2416
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,0,3,0,0,0,0,8,0,0,3,0,4,0,0,0,8,3,17,16,4,11,0,0,0,54,0,5,12,9,3,0,0,0,23,9,18,16,18,13,15,3,0,99,4,4,3,0,3,0,0,0,17,0,0,4,0,8,0,0,0,18,17,29,25,20,23,14,3,0,130,3,0,0,0,0,0,0,0,7,38,44,37,38,20,26,8,0,217,59,97,96,72,63,50,14,0,451
POA6743,11,25,10,3,0,0,95,8,25,28,14,16,0,0,0,89,32,174,154,97,73,17,0,0,550,21,100,65,87,59,21,3,0,350,104,228,183,166,129,35,15,0,854,33,23,4,16,10,0,0,0,91,11,21,14,26,15,7,0,0,92,148,275,209,202,152,45,15,0,1039,0,5,3,3,5,0,0,0,20,135,180,141,144,126,51,19,4,790,343,781,609,573,442,142,34,6,2928
POA6751,34,11,4,0,0,0,78,0,18,10,6,3,3,0,0,44,28,157,105,27,20,8,0,0,348,3,74,98,49,34,6,0,0,259,77,450,324,204,97,11,0,0,1164,10,19,8,6,4,0,0,0,50,5,14,20,16,6,3,0,0,61,89,485,361,217,108,11,0,0,1271,0,11,4,0,0,0,0,0,18,52,222,164,150,75,14,3,0,674,176,975,776,469,250,40,3,0,2695
POA6753,27,5,8,0,0,0,74,3,16,9,8,9,0,0,0,47,33,221,130,59,26,6,0,0,468,18,89,91,79,37,8,0,0,331,124,548,398,278,119,10,0,0,1479,17,39,13,6,6,0,0,0,88,3,26,22,18,9,0,0,0,73,148,612,441,296,132,11,0,0,1637,3,14,3,9,6,0,0,0,33,164,511,371,304,165,20,5,0,1531,362,1494,1069,762,381,50,4,0,4127
POA6754,4,0,0,0,0,0,14,0,0,3,0,0,0,0,0,10,4,33,35,10,4,3,0,0,84,3,17,36,17,0,0,0,0,76,18,77,90,47,30,3,0,0,258,4,5,7,3,0,0,0,0,13,0,0,4,3,0,0,0,0,6,20,79,92,54,30,3,0,0,275,0,0,0,0,0,0,0,0,3,21,50,43,40,18,3,0,0,164,50,185,210,117,58,9,0,0,626
POA6758,0,3,3,0,0,0,16,0,5,7,0,0,0,0,0,11,3,32,24,15,5,0,0,0,83,5,25,26,22,6,0,0,0,93,35,208,126,120,48,5,0,0,547,5,11,3,3,0,0,0,0,27,0,10,8,8,7,0,0,0,26,40,228,137,129,52,5,0,0,597,0,4,4,0,0,0,0,0,6,18,93,66,60,32,8,0,0,269,67,392,270,231,106,12,0,0,1080
POA6760,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,11,4,9,5,3,0,0,24,0,4,3,6,5,0,0,0,17,11,31,20,11,5,6,3,0,84,4,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,7,12,31,23,13,11,6,3,0,99,0,3,0,0,0,0,0,0,4,21,25,20,11,16,10,0,0,102,36,79,54,42,31,22,3,0,263
POA6762,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9,4,25,14,6,3,0,0,0,46,0,11,4,9,3,0,0,0,38,9,77,50,43,25,7,0,0,212,3,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,17,78,59,39,25,5,0,0,227,0,0,0,0,0,0,0,0,3,14,54,44,37,23,4,0,0,181,37,177,121,102,60,13,0,0,506
POA6765,3,11,5,0,0,0,29,0,0,5,3,3,0,0,0,11,6,44,20,11,7,3,0,0,93,0,8,4,9,14,0,0,0,45,17,48,33,19,14,5,4,0,136,8,13,8,9,0,0,0,0,35,3,3,4,0,0,0,0,0,9,27,66,42,29,15,5,4,0,180,0,0,5,0,0,0,0,0,5,77,65,49,48,31,16,5,5,298,110,195,124,115,73,29,8,5,660
POA6770,5,8,12,4,0,0,36,0,3,4,0,8,0,0,0,18,17,44,15,21,15,7,0,0,117,5,18,17,12,14,3,0,0,69,24,44,32,35,25,6,0,0,171,3,7,5,9,0,0,0,0,21,7,9,8,14,6,0,0,0,42,30,66,50,51,32,8,0,0,236,0,0,0,0,0,0,0,0,3,174,192,143,91,64,34,18,4,729,229,329,235,181,143,58,19,3,1205
