POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA6101,0,0,9,0,8,0,16,18,14,117,27,67,4,247,21,3,48,31,75,6,185,3,0,14,6,10,0,36,12,7,88,55,260,11,434,10,3,30,12,32,0,90,16,0,48,26,43,4,148,11,3,64,49,77,9,216,15,7,40,42,52,8,166,8,3,21,7,19,3,56,12,7,33,12,12,0,73,7,3,26,11,22,3,64,74,17,223,55,36,15,411,12,0,35,20,30,0,98,33,11,75,35,33,7,203,78,23,89,23,24,5,247,23,12,82,16,25,7,167,6,3,33,16,25,0,80,5,5,26,16,65,5,123,10,0,44,16,56,21,150,387,118,1139,474,973,118,3203,0,0,8,0,4,0,9,19,8,47,16,18,0,109,4,0,40,23,15,5,86,9,0,17,3,3,0,28,4,6,31,12,19,0,79,0,0,13,10,12,0,28,21,6,70,39,54,12,191,16,3,81,55
POA6102,3,0,4,5,0,0,13,8,7,46,6,31,0,96,7,0,29,13,58,10,114,9,3,14,4,3,0,29,10,0,46,22,113,12,203,14,0,19,8,25,0,60,18,6,79,30,40,8,185,22,3,85,57,43,8,223,17,0,41,32,32,8,122,0,0,21,3,8,0,35,5,0,18,10,0,3,36,4,0,8,6,7,3,30,39,16,100,30,14,3,201,12,5,39,21,28,0,105,18,4,41,28,22,6,110,67,13,52,9,12,4,164,20,9,51,24,16,3,122,3,0,14,6,12,0,36,9,0,20,11,42,0,84,13,0,32,14,39,16,107,283,64,753,340,542,85,2077,0,0,3,0,0,0,5,5,0,20,9,10,0,36,4,0,9,11,8,0,34,3,0,4,0,0,0,6,3,3,16,3,15,0,36,0,0,8,3,0,3,20,11,5,62,21,29,9,131,12,0,65,27
POA6103,0,0,0,0,0,4,6,28,4,65,15,75,0,186,11,0,34,12,47,3,107,3,0,16,3,9,0,33,16,3,51,29,162,16,266,3,3,9,16,20,0,62,11,3,38,27,32,4,112,5,3,49,46,49,9,156,16,3,37,39,54,8,157,0,0,12,9,8,0,27,9,3,15,12,3,3,52,6,3,11,11,8,0,35,36,14,103,27,19,4,196,10,0,11,15,23,5,69,21,8,45,21,34,3,125,42,3,33,15,7,0,107,11,4,49,13,15,3,98,4,3,18,12,14,0,54,0,3,16,15,54,3,94,6,0,27,22,21,9,90,234,63,647,355,661,75,2036,0,0,4,0,0,0,6,4,4,36,9,11,0,69,3,4,11,9,3,0,33,0,0,13,0,4,0,19,6,0,15,10,13,0,51,3,0,16,0,3,0,27,9,0,45,23,20,4,98,4,3,61,32
POA6104,0,0,3,0,8,0,14,24,4,61,29,113,12,248,8,4,33,24,93,7,167,3,0,4,6,24,0,37,3,7,50,35,267,12,378,8,3,12,11,34,3,67,11,0,41,16,49,5,125,5,0,31,35,51,10,130,13,0,40,47,88,8,196,5,0,22,3,3,0,37,3,0,17,16,9,0,52,3,0,12,5,19,4,42,23,4,87,27,26,5,178,3,0,19,14,37,5,78,18,4,36,40,53,4,158,20,6,37,9,17,3,84,15,5,51,25,18,0,120,3,0,9,16,49,3,83,3,0,17,15,83,0,118,4,0,24,29,65,17,136,180,50,606,405,1102,110,2454,0,0,3,0,0,0,3,5,3,23,13,22,3,71,7,3,14,11,15,3,46,3,0,3,5,4,0,17,5,3,18,11,13,0,55,3,0,7,8,9,7,36,8,4,48,22,48,7,145,6,0,40,24
POA6105,0,0,3,0,8,0,12,15,0,46,10,85,4,168,9,3,51,26,104,3,194,3,0,6,0,18,0,27,12,0,58,43,235,21,365,5,0,20,10,54,3,88,11,0,35,14,54,6,121,11,0,47,39,58,8,150,13,7,52,34,86,11,199,3,0,11,11,8,0,34,11,0,23,6,3,0,44,0,0,10,5,28,4,46,25,6,76,34,22,4,176,3,0,25,19,34,5,84,14,6,50,26,43,4,144,24,10,42,11,16,7,102,11,0,43,19,20,6,105,9,0,14,3,21,0,46,7,0,27,11,75,0,121,13,0,17,28,76,11,142,192,49,636,351,1044,94,2374,3,0,0,0,0,0,6,0,0,24,13,22,0,57,3,0,18,10,7,0,44,0,0,8,4,0,0,16,4,0,13,14,15,3,46,6,0,17,7,13,0,38,4,3,34,27,49,7,127,3,0,39,27
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,0,5,3,15,3,23,48,8,128,43,198,13,445,34,11,142,109,286,21,613,24,3,36,12,43,0,123,28,8,156,123,632,32,973,26,3,78,43,120,6,286,61,12,174,85,181,17,526,37,5,153,162,179,17,549,64,8,170,155,230,35,667,22,3,33,24,34,4,118,31,8,72,25,22,5,162,12,4,36,18,33,3,100,124,24,306,77,77,14,619,26,5,91,52,98,16,294,80,22,145,83,130,13,472,85,20,139,22,56,8,328,57,9,219,85,83,14,475,6,0,46,23,40,4,123,22,3,54,52,210,5,342,43,11,97,63,180,75,462,837,168,2289,1266,2830,316,7705,0,0,11,3,3,0,11,14,0,54,14,36,3,120,21,7,55,32,40,14,162,4,0,25,10,12,3,57,14,0,47,34,46,5,139,17,4,33,20,32,0,108,63,8,176,78,154,25,507,54,7,159,100
POA6108,0,0,3,0,6,0,18,10,3,37,39,133,9,220,11,4,52,45,223,11,352,0,0,12,12,22,9,59,7,0,53,56,443,23,580,5,0,35,19,66,6,131,14,0,49,28,113,8,217,8,4,25,30,48,8,117,22,4,53,67,153,17,315,6,0,7,8,21,3,45,10,3,29,23,16,3,90,7,0,7,13,25,3,53,30,6,101,39,46,7,229,8,3,15,19,42,4,99,18,10,69,55,97,10,262,22,28,72,27,41,0,193,20,4,57,32,36,7,159,3,0,16,6,27,4,60,6,3,23,24,169,8,232,10,3,34,29,116,27,218,217,81,753,561,1862,165,3639,0,0,8,0,3,0,7,4,0,12,5,10,0,33,4,0,22,17,23,8,78,0,0,11,0,5,0,22,4,0,23,12,34,3,73,0,0,19,19,21,4,69,14,3,61,50,107,22,249,5,3,32,33
POA6109,0,0,0,0,5,0,6,3,0,11,14,64,3,94,3,0,24,30,116,7,183,0,0,4,0,10,0,20,3,0,15,16,196,22,262,0,0,9,18,36,5,65,4,0,25,10,69,4,116,3,0,11,25,36,0,76,4,4,35,46,71,12,171,3,0,7,7,12,0,29,3,0,3,10,4,3,23,0,0,9,4,9,0,17,15,0,32,11,17,0,80,3,0,9,9,22,3,49,11,0,16,21,36,4,95,9,3,13,11,17,0,57,3,3,17,14,27,3,67,0,0,5,8,7,0,20,0,0,16,14,78,8,110,0,0,14,14,53,18,105,85,23,274,284,889,88,1644,0,0,3,0,0,0,5,0,0,7,5,4,0,18,3,0,3,10,17,0,31,0,0,3,0,0,0,3,3,0,10,3,8,0,29,0,0,7,4,11,0,23,7,0,21,14,46,6,103,7,0,13,17
POA6110,3,0,4,8,18,0,32,33,0,86,44,267,12,446,28,9,83,98,407,24,646,12,3,19,13,57,3,112,24,5,72,70,741,38,945,15,3,51,32,128,12,248,31,6,72,48,226,21,405,16,0,44,47,108,5,224,26,8,88,91,217,24,453,6,0,14,14,31,0,67,6,3,28,14,13,4,77,0,0,9,16,38,4,68,55,13,155,78,56,18,364,8,0,39,24,93,19,181,34,8,83,90,150,13,381,51,24,74,19,49,3,220,35,7,118,60,95,15,325,6,0,25,4,30,4,72,9,5,37,35,267,9,365,11,0,43,52,238,43,388,413,97,1155,859,3234,273,6024,0,0,4,3,6,0,13,7,3,22,9,22,5,74,11,5,28,34,61,8,148,0,3,9,8,18,0,34,7,0,31,22,59,5,131,5,0,27,7,45,3,87,18,3,77,83,186,25,398,13,4,64,52
POA6111,0,0,8,4,21,0,42,13,6,35,27,197,8,285,4,5,40,36,241,15,346,3,0,10,13,32,7,60,10,3,31,55,435,29,562,0,0,17,18,71,3,116,9,0,35,28,115,5,194,0,0,21,15,44,3,82,11,0,28,38,146,12,238,3,0,3,13,20,0,35,8,0,15,17,11,4,55,0,0,9,10,32,4,56,26,8,88,45,65,6,233,0,0,9,11,64,6,89,9,19,51,48,127,7,261,24,15,86,26,31,0,178,14,11,55,34,67,9,186,0,0,7,4,25,0,48,4,0,23,15,165,4,212,3,0,19,32,125,28,211,158,69,597,499,2020,147,3485,0,3,8,3,3,0,17,0,3,14,10,13,0,50,3,0,23,18,33,3,84,0,0,9,4,3,0,15,0,3,17,29,35,3,88,0,0,7,9,24,0,41,8,0,42,65,111,11,233,5,0,19,30
POA6112,3,0,12,15,31,0,57,36,6,123,112,389,22,690,38,6,121,144,609,30,948,15,9,33,27,101,0,185,21,6,124,136,1157,40,1485,16,3,68,63,180,13,341,29,3,128,85,296,15,561,13,0,61,93,119,18,305,58,11,133,134,362,36,735,13,0,34,18,35,0,106,23,11,59,32,24,8,161,10,3,28,13,56,4,111,86,23,282,110,133,25,655,15,0,54,24,128,16,241,51,29,129,136,230,20,594,77,49,155,35,73,6,400,65,23,197,73,112,6,474,12,0,14,17,47,4,91,20,3,44,52,381,14,511,19,4,69,66,256,55,475,618,187,1879,1394,4717,332,9126,7,0,7,9,14,3,41,13,3,43,26,38,7,137,10,3,65,48,101,8,230,3,3,18,10,24,0,53,16,3,49,44,94,7,210,9,0,37,35,62,5,142,28,9,149,132,344,39,701,15,0,66,73
POA6121,0,0,4,3,0,0,7,0,0,3,8,30,0,39,3,0,0,4,50,4,58,0,0,3,0,3,0,7,0,0,9,6,90,4,112,0,0,3,6,7,0,14,0,0,3,4,16,0,23,0,0,0,0,4,0,7,0,0,3,3,21,0,30,0,0,0,0,5,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,6,0,0,15,6,8,0,32,0,0,0,0,9,0,10,0,0,3,10,13,0,25,3,0,6,3,8,0,22,0,0,5,3,5,0,13,0,0,3,0,3,0,5,0,0,0,3,29,0,31,0,0,0,3,28,4,35,13,3,76,62,323,18,492,0,0,3,0,5,0,10,0,0,0,3,4,0,11,0,0,7,6,4,0,21,0,0,0,3,0,0,3,0,0,5,5,9,0,18,0,0,3,0,9,0,7,0,0,3,4,13,3,26,0,0,0,0
POA6122,0,0,3,3,10,0,12,4,3,30,26,236,13,309,4,0,26,36,242,6,319,3,0,0,11,31,0,51,0,0,25,43,520,12,597,4,0,8,16,84,6,121,8,0,18,18,93,6,148,0,3,5,12,49,6,75,10,0,30,39,138,8,232,0,0,4,5,8,0,19,5,0,10,13,9,0,39,4,0,10,8,21,3,38,9,0,51,26,50,3,142,3,0,7,11,38,6,63,7,8,19,52,87,4,180,12,16,39,15,12,0,97,11,9,32,12,22,11,99,0,0,3,3,16,0,27,4,0,5,15,178,0,208,3,0,11,12,114,14,150,94,43,344,381,1954,103,2917,0,0,0,3,3,0,5,3,0,15,12,20,0,52,3,0,12,26,44,4,96,0,0,3,3,5,0,13,0,0,12,10,38,3,60,3,0,4,13,23,3,42,5,3,27,46,124,12,222,0,3,13,18
POA6123,0,0,0,0,4,0,5,0,0,0,0,21,0,22,0,0,0,3,20,0,23,0,0,0,0,3,0,7,0,0,0,3,41,3,49,0,0,0,4,3,0,7,0,0,0,4,5,0,13,0,0,0,0,3,0,3,0,0,3,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,0,0,4,0,0,3,0,6,0,14,0,3,0,6,4,0,17,0,0,0,0,3,3,5,0,0,3,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,13,0,13,0,0,0,0,9,0,12,3,4,18,33,160,9,226,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,11,0,16,0,0,0,0
POA6124,0,0,0,0,3,0,8,0,0,0,3,17,0,22,0,0,3,5,16,0,21,0,0,0,0,0,0,0,0,3,0,5,30,0,37,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,3,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,11,0,0,0,0,5,0,5,0,0,3,4,9,0,16,0,0,3,3,0,0,10,0,0,0,0,3,0,4,0,0,0,0,3,0,7,0,0,0,0,7,0,8,0,0,0,0,8,0,8,3,3,23,21,120,5,185,0,0,3,3,0,0,8,0,0,0,4,4,0,7,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,3,12,0,0,4,0
POA6125,0,0,10,4,24,6,43,0,0,4,5,41,0,52,0,0,0,3,38,0,45,0,0,0,0,4,0,3,0,3,0,6,84,8,106,0,0,0,0,8,0,6,0,0,4,5,13,0,20,0,0,0,0,0,0,3,0,0,0,10,26,8,42,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,6,0,11,0,0,15,3,11,0,26,0,0,0,0,5,0,6,0,3,5,13,12,0,33,0,0,3,4,3,0,9,0,0,4,3,5,0,9,0,0,0,0,7,0,10,0,0,0,0,25,0,29,0,0,0,4,19,3,31,13,9,56,68,333,30,501,0,4,7,3,10,5,26,0,0,0,3,0,0,3,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,3,13,0,25,0,0,3,0,0,0,4,0,0,6,3,11,4,28,0,0,0,4
POA6126,0,0,0,0,8,4,6,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,10,6,20,4,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,3,0,0,3,10,0,12,13,3,37,19,52,10,130,3,4,47,28,134,5,228,6,3,8,0,13,0,29,10,3,56,28,199,13,308,3,0,15,10,40,4,80,9,3,60,32,65,4,180,10,3,38,51,46,3,144,14,4,47,32,77,9,175,5,0,7,9,12,0,41,8,3,26,5,3,0,49,0,0,11,0,11,4,30,23,3,85,28,31,8,186,7,3,27,19,37,3,85,23,9,55,37,66,5,193,42,15,65,12,21,7,157,11,0,48,32,32,7,132,0,0,21,8,11,0,46,4,0,24,15,69,0,104,12,0,23,10,70,24,150,220,53,694,379,995,108,2448,0,0,3,0,0,0,7,5,0,13,6,9,0,35,9,3,23,8,18,5,65,4,0,3,0,3,0,12,3,3,10,13,13,4,44,3,0,15,10,12,3,37,16,6,59,26,60,16,174,6,3,48,32
POA6148,0,0,3,4,0,0,8,39,10,108,17,46,5,230,30,3,56,17,106,4,219,14,3,25,11,10,0,62,18,5,62,44,209,8,349,13,0,27,19,45,3,109,17,4,74,24,62,4,193,16,0,42,26,41,5,142,13,0,58,30,65,5,169,7,0,13,10,11,3,43,13,4,33,18,5,0,77,4,3,12,15,18,3,56,76,15,212,30,26,8,372,4,3,24,9,27,3,83,40,20,69,36,48,5,221,99,20,100,18,16,6,258,35,6,104,24,29,9,202,4,0,12,3,12,3,34,10,0,25,18,69,3,120,8,3,45,22,52,10,135,461,107,1104,403,904,88,3074,0,0,3,0,0,0,6,13,4,32,4,3,0,53,9,0,20,13,18,3,66,3,3,8,0,0,0,13,0,4,23,22,20,0,66,3,3,17,3,8,0,32,14,3,76,43,60,8,198,6,0,33,28
POA6149,0,0,3,4,6,0,10,41,13,108,30,79,9,279,19,0,63,27,95,3,211,13,10,21,12,19,0,72,11,5,71,45,240,14,387,14,6,31,17,49,0,116,10,0,62,27,65,5,170,4,0,44,28,29,3,110,11,5,37,29,49,8,141,7,0,23,5,11,0,46,12,6,47,41,7,5,127,0,3,30,4,15,0,50,78,27,246,49,37,10,452,4,11,25,17,26,5,87,32,23,105,57,55,7,271,108,28,136,21,25,5,324,38,21,127,22,29,8,242,7,0,17,5,20,3,58,12,5,28,11,83,3,139,26,5,37,31,64,14,171,448,171,1254,471,1016,99,3465,3,0,3,6,0,0,12,6,3,37,8,3,0,56,7,6,28,11,22,3,78,0,0,5,6,4,0,24,3,3,20,14,16,4,62,0,0,14,15,10,3,40,11,3,88,42,44,10,198,3,0,28,20
POA6150,0,0,3,3,0,0,10,28,9,91,10,38,4,177,10,3,45,27,61,0,146,8,0,16,6,13,3,46,8,3,49,38,107,6,210,12,5,26,5,18,4,62,19,4,55,20,41,4,140,14,5,49,16,29,6,115,6,0,40,24,33,3,108,0,4,8,4,8,0,27,13,3,53,16,7,0,99,11,0,23,11,16,5,68,36,21,196,25,20,0,302,11,0,18,8,8,0,42,30,10,84,22,31,3,175,74,15,77,16,11,4,207,35,6,111,24,15,5,205,4,0,11,4,9,3,31,13,3,13,4,37,0,65,12,0,35,11,18,10,95,338,99,994,288,515,71,2317,0,0,3,0,0,0,10,5,3,22,0,4,3,39,0,0,16,11,7,3,45,0,0,10,4,0,0,13,3,3,17,3,10,0,34,0,4,19,3,0,0,28,15,8,69,35,33,11,164,9,0,40,24
POA6151,3,0,7,5,3,4,25,66,16,158,18,50,8,318,21,11,58,23,43,5,150,12,0,31,5,3,0,49,26,4,101,53,155,9,352,8,3,38,9,18,3,86,10,0,75,14,33,3,137,11,3,48,39,47,10,160,13,5,39,29,30,5,123,3,3,22,6,8,3,48,25,15,82,35,13,6,171,11,4,41,19,19,3,101,114,31,331,59,36,4,577,11,0,41,13,23,3,92,51,19,85,37,31,4,228,109,23,97,22,17,6,274,58,14,152,18,15,5,268,3,0,22,8,21,3,58,15,6,32,8,51,0,111,32,8,70,20,32,24,182,598,166,1515,437,660,119,3492,3,0,0,0,3,0,10,17,10,54,21,12,0,116,11,4,29,10,3,4,56,3,0,13,4,0,0,22,12,6,33,6,13,0,74,3,3,14,7,7,0,39,17,4,88,27,29,10,174,14,3,81,34
POA6152,3,0,9,8,7,0,26,65,11,185,27,80,5,379,27,13,102,40,85,7,268,17,0,35,10,15,0,76,23,17,126,67,291,12,537,12,3,51,18,50,4,133,23,3,102,36,71,7,239,16,3,76,51,60,4,205,18,0,63,49,61,8,202,8,0,31,7,15,0,66,30,10,86,40,18,4,193,9,3,41,23,28,3,111,157,47,435,82,46,24,786,22,3,43,24,33,3,127,61,14,134,33,45,4,299,142,31,146,19,11,8,352,80,15,207,24,20,11,355,11,8,29,11,25,3,87,9,3,35,11,66,0,127,24,5,87,24,69,10,230,745,204,2033,589,1105,129,4806,0,0,11,3,4,0,20,29,3,77,20,18,6,148,13,4,34,15,7,3,80,7,3,12,3,5,0,36,13,7,41,28,23,0,115,6,3,24,11,13,5,62,20,12,128,51,59,19,278,14,0,95,36
POA6153,0,0,13,5,10,0,26,79,15,170,35,54,8,354,41,6,73,19,58,7,193,11,3,34,3,10,0,69,35,10,116,72,198,15,442,10,3,35,9,20,0,81,18,4,108,28,44,6,202,8,0,49,33,39,9,137,16,7,54,35,36,6,151,6,0,15,9,8,3,39,24,10,75,40,6,3,162,14,8,69,37,31,3,166,124,21,362,73,44,18,637,10,0,23,10,27,3,63,44,18,90,40,27,3,217,83,17,98,16,8,8,228,80,24,199,24,15,17,356,4,6,26,4,19,5,65,11,6,27,9,51,6,101,25,3,68,28,61,14,195,630,159,1693,527,764,122,3897,0,0,5,0,3,0,12,23,9,45,12,6,4,107,12,10,38,10,10,3,73,10,3,5,0,3,3,29,6,6,36,16,19,4,87,9,4,36,9,18,4,72,13,9,104,43,49,5,227,9,0,52,31
POA6154,0,0,3,0,3,0,10,22,8,62,22,35,3,151,18,3,46,19,51,0,137,9,0,9,8,3,0,28,5,0,41,37,123,8,214,3,0,18,8,14,6,44,3,3,40,11,25,3,83,3,3,26,17,12,3,72,8,5,20,19,26,3,87,5,0,9,8,4,0,23,5,3,35,25,3,3,80,3,0,21,14,3,0,41,41,7,148,25,13,6,243,3,0,13,10,9,3,36,25,16,43,19,25,8,129,39,19,56,0,16,0,125,15,12,61,13,9,3,115,0,0,11,7,8,0,28,4,0,11,11,32,0,53,11,0,30,8,30,13,89,219,78,704,271,450,72,1794,0,0,0,0,0,0,0,6,0,18,4,5,0,36,3,3,8,4,11,3,38,3,0,5,0,3,0,15,4,0,20,12,13,0,53,0,0,7,9,3,0,28,4,3,42,15,38,4,102,3,4,33,14
POA6155,3,0,12,9,10,0,39,81,19,215,70,253,20,664,69,6,178,102,383,24,763,34,6,58,30,64,0,201,63,5,199,132,679,41,1110,27,9,101,34,131,12,316,58,6,210,98,201,20,600,18,4,96,109,116,24,363,64,8,157,126,209,32,602,16,4,41,18,35,3,111,42,14,107,67,18,14,249,16,8,38,23,32,0,120,215,17,496,105,112,30,968,24,7,70,29,89,10,224,78,41,221,148,148,24,652,187,57,257,43,47,10,597,122,22,279,66,69,24,584,12,3,39,18,39,4,121,34,6,82,39,236,16,420,44,5,122,57,175,43,449,1196,254,2991,1321,3041,345,9159,8,0,10,3,8,3,32,28,5,61,18,17,4,134,18,11,70,28,42,17,187,11,3,29,3,6,0,57,21,7,81,35,40,3,189,21,6,50,27,34,4,137,45,9,238,103,184,23,601,22,0,116,79
